playerID,birth_year,name_first,name_last,weight,height,bats,throws,debut,final_game,retro_id,bbref_id
aardsda01,1981.0,David,Aardsma,220.0,75.0,R,R,2004-04-06,2015-08-23,aardd001,aardsda01
abadan01,1972.0,Andy,Abad,184.0,73.0,L,L,2001-09-10,2006-04-13,abada001,abadan01
abadfe01,1985.0,Fernando,Abad,220.0,73.0,L,L,2010-07-28,2015-10-03,abadf001,abadfe01
abbotje01,1972.0,Jeff,Abbott,190.0,74.0,R,L,1997-06-10,2001-09-29,abboj002,abbotje01
abbotji01,1967.0,Jim,Abbott,200.0,75.0,L,L,1989-04-08,1999-07-21,abboj001,abbotji01
abbotku01,1969.0,Kurt,Abbott,180.0,71.0,R,R,1993-09-07,2001-04-13,abbok002,abbotku01
abbotky01,1968.0,Kyle,Abbott,200.0,76.0,L,L,1991-09-10,1996-08-24,abbok001,abbotky01
abbotpa01,1967.0,Paul,Abbott,185.0,75.0,R,R,1990-08-21,2004-08-07,abbop001,abbotpa01
abercre01,1980.0,Reggie,Abercrombie,215.0,75.0,R,R,2006-04-04,2008-09-28,aberr001,abercre01
abernbr01,1977.0,Brent,Abernathy,185.0,73.0,R,R,2001-06-25,2005-09-29,aberb001,abernbr01
abnersh01,1966.0,Shawn,Abner,190.0,73.0,R,R,1987-09-08,1992-10-03,abnes001,abnersh01
abregjo01,1962.0,Johnny,Abrego,185.0,72.0,R,R,1985-09-04,1985-10-03,abrej001,abregjo01
abreubo01,1974.0,Bobby,Abreu,220.0,72.0,L,R,1996-09-01,2014-09-28,abreb001,abreubo01
abreujo02,1987.0,Jose,Abreu,255.0,75.0,R,R,2014-03-31,2015-10-03,abrej003,abreujo02
abreuju01,1985.0,Juan,Abreu,185.0,72.0,R,R,2011-08-29,2011-09-27,abrej002,abreuju01
abreuto01,1984.0,Tony,Abreu,200.0,70.0,B,R,2007-05-22,2014-07-28,abret001,abreuto01
abreuwi01,1977.0,Winston,Abreu,170.0,74.0,R,R,2006-08-06,2009-07-25,abrew001,abreuwi01
accarje01,1981.0,Jeremy,Accardo,195.0,72.0,R,R,2005-05-04,2012-09-27,accaj001,accarje01
aceveal01,1982.0,Alfredo,Aceves,205.0,74.0,R,R,2008-08-31,2014-06-02,aceva001,aceveal01
acevejo01,1977.0,Jose,Acevedo,185.0,72.0,R,R,2001-06-19,2005-09-29,acevj002,acevejo01
aceveju01,1970.0,Juan,Acevedo,245.0,74.0,R,R,1995-04-30,2003-08-05,acevj001,aceveju01
achteaj01,1988.0,A. J.,Achter,205.0,77.0,R,R,2014-09-03,2015-10-04,achta001,achteaj01
ackerji01,1958.0,Jim,Acker,210.0,74.0,R,R,1983-04-07,1992-06-14,ackej001,ackerji01
ackledu01,1988.0,Dustin,Ackley,205.0,73.0,L,R,2011-06-17,2015-10-04,ackld001,ackledu01
acostma01,1981.0,Manny,Acosta,215.0,76.0,R,R,2007-08-12,2012-10-03,acosm001,acostma01
acrema01,1968.0,Mark,Acre,235.0,80.0,R,R,1994-05-13,1997-05-10,acrem001,acrema01
actama99,1969.0,Manny,Acta,172.0,74.0,R,R,,,actam801,actama99
adamecr01,1991.0,Cristhian,Adames,185.0,72.0,B,R,2014-07-29,2015-10-04,adamc001,adamecr01
adamsau01,1986.0,Austin,Adams,200.0,71.0,R,R,2014-07-12,2015-09-30,adama001,adamsau01
adamsda02,1987.0,David,Adams,205.0,73.0,R,R,2013-05-15,2013-09-29,adamd001,adamsda02
adamsjo02,1971.0,Joel,Adamson,185.0,76.0,L,L,1996-04-10,1998-04-26,adamj001,adamsjo02
adamsla01,1989.0,Lane,Adams,190.0,76.0,R,R,2014-09-01,2014-09-28,adaml001,adamsla01
adamsma01,1988.0,Matt,Adams,260.0,75.0,L,R,2012-05-20,2015-10-04,adamm002,adamsma01
adamsmi03,1978.0,Mike,Adams,210.0,77.0,R,R,2004-05-18,2014-09-18,adamm001,adamsmi03
adamsri02,1959.0,Ricky,Adams,180.0,74.0,R,R,1982-09-15,1985-10-05,adamr001,adamsri02
adamsru01,1980.0,Russ,Adams,205.0,72.0,L,R,2004-09-03,2009-06-30,adamr002,adamsru01
adamsry01,1987.0,Ryan,Adams,185.0,71.0,R,R,2011-05-20,2011-09-19,adamr003,adamsry01
adamste01,1973.0,Terry,Adams,180.0,75.0,R,R,1995-08-10,2005-05-23,adamt001,adamste01
adamswi02,1972.0,Willie,Adams,215.0,79.0,R,R,1996-06-11,1997-08-14,adamw001,adamswi02
adcocna01,1988.0,Nathan,Adcock,235.0,76.0,R,R,2011-03-31,2015-07-26,adcon001,adcocna01
adducji01,1959.0,Jim,Adduci,200.0,77.0,L,L,1983-09-12,1989-07-26,adduj001,adducji01
adducji02,1985.0,Jim,Adduci,210.0,74.0,L,L,2013-09-01,2014-09-28,adduj002,adducji02
adenhni01,1986.0,Nick,Adenhart,185.0,75.0,R,R,2008-05-01,2009-04-08,adenn001,adenhni01
adkinjo01,1977.0,Jon,Adkins,200.0,72.0,L,R,2003-08-14,2008-09-27,adkij001,adkinjo01
adkinst01,1964.0,Steve,Adkins,210.0,78.0,R,L,1990-09-12,1990-10-03,adkis001,adkinst01
adriaeh01,1989.0,Ehire,Adrianza,170.0,73.0,B,R,2013-09-08,2015-09-22,adrie001,adriaeh01
afenitr01,1963.0,Troy,Afenir,185.0,76.0,R,R,1987-09-14,1992-07-10,afent001,afenitr01
affelje01,1979.0,Jeremy,Affeldt,225.0,76.0,L,L,2002-04-06,2015-10-04,affej001,affelje01
agbaybe01,1971.0,Benny,Agbayani,225.0,72.0,R,R,1998-06-17,2002-09-29,agbab001,agbaybe01
agostju01,1958.0,Juan,Agosto,190.0,74.0,L,L,1981-09-07,1993-06-19,agosj001,agostju01
aguaylu01,1959.0,Luis,Aguayo,173.0,69.0,R,R,1980-04-19,1989-09-30,agual001,aguaylu01
aguilch01,1979.0,Chris,Aguila,200.0,71.0,R,R,2004-06-28,2008-07-10,aguic001,aguilch01
aguilje01,1990.0,Jesus,Aguilar,250.0,75.0,R,R,2014-05-15,2015-10-04,aguij001,aguilje01
aguilri01,1961.0,Rick,Aguilera,195.0,76.0,R,R,1985-06-12,2000-09-06,aguir001,aguilri01
ahearpa01,1969.0,Pat,Ahearne,195.0,75.0,R,R,1995-06-14,1995-06-30,aheap001,ahearpa01
ahmedni01,1990.0,Nick,Ahmed,195.0,74.0,R,R,2014-06-29,2015-09-22,ahmen001,ahmedni01
aingeda01,1959.0,Danny,Ainge,175.0,76.0,R,R,1979-05-21,1981-09-22,aingd101,aingeda01
ainswku01,1978.0,Kurt,Ainsworth,192.0,75.0,R,R,2001-09-05,2004-05-14,ainsk001,ainswku01
akerfda01,1962.0,Darrel,Akerfelds,210.0,74.0,R,R,1986-08-01,1991-07-02,akerd001,akerfda01
albagi01,1960.0,Gibson,Alba,160.0,74.0,L,L,1988-05-03,1988-05-08,albag001,albagi01
albaljo01,1982.0,Jonathan,Albaladejo,270.0,77.0,R,R,2007-09-05,2012-07-20,albaj001,albaljo01
alberan01,1985.0,Andrew,Albers,200.0,73.0,R,L,2013-08-06,2015-05-01,albea001,alberan01
alberha01,1992.0,Hanser,Alberto,215.0,71.0,R,R,2015-05-29,2015-09-24,albeh001,alberha01
alberjo01,1969.0,Jose,Alberro,190.0,74.0,R,R,1995-04-27,1997-08-05,albej001,alberjo01
alberma01,1983.0,Matt,Albers,225.0,73.0,L,R,2006-07-25,2015-10-02,albem001,alberma01
albural01,1986.0,Al,Alburquerque,195.0,72.0,R,R,2011-04-15,2015-09-29,albua001,albural01
alcanar01,1991.0,Arismendy,Alcantara,170.0,70.0,B,R,2014-07-09,2015-04-19,alcaa001,alcanar01
alcanis01,1973.0,Israel,Alcantara,180.0,74.0,R,R,2000-06-25,2002-08-22,alcai001,alcanis01
aldremi01,1961.0,Mike,Aldrete,180.0,71.0,L,L,1986-05-28,1996-09-29,aldrm001,aldremi01
aldresc01,1968.0,Scott,Aldred,195.0,76.0,L,L,1990-09-09,2000-05-29,aldrs001,aldresc01
aldrico01,1979.0,Cory,Aldridge,210.0,72.0,L,R,2001-09-05,2010-07-11,aldrc001,aldrico01
aldrija01,1961.0,Jay,Aldrich,210.0,75.0,R,R,1987-06-05,1990-04-26,aldrj001,aldrija01
alexage01,1968.0,Gerald,Alexander,190.0,71.0,R,R,1990-09-09,1992-06-30,alexg001,alexage01
alexama02,1971.0,Manny,Alexander,150.0,70.0,R,R,1992-09-18,2006-09-28,alexm001,alexama02
alexasc01,1989.0,Scott,Alexander,190.0,74.0,L,L,2015-09-02,2015-09-25,alexs001,alexasc02
alfarja01,1977.0,Jason,Alfaro,185.0,70.0,R,R,2004-09-09,2004-10-01,alfaj001,alfarja01
alfonan01,1972.0,Antonio,Alfonseca,250.0,77.0,R,R,1997-06-17,2007-09-23,alfoa001,alfonan01
alfoned01,1973.0,Edgardo,Alfonzo,210.0,71.0,R,R,1995-04-26,2006-06-11,alfoe001,alfoned01
alfonel01,1979.0,Eliezer,Alfonzo,220.0,71.0,R,R,2006-06-03,2011-09-13,alfoe002,alfonel01
alicelu01,1965.0,Luis,Alicea,165.0,69.0,B,R,1988-04-23,2002-09-25,alicl001,alicelu01
allanan01,1961.0,Andy,Allanson,220.0,77.0,R,R,1986-04-07,1995-10-02,allaa001,allanan01
allarbr01,1958.0,Brian,Allard,175.0,73.0,R,R,1979-08-08,1981-06-10,allab101,allarbr01
allenbr01,1986.0,Brandon,Allen,230.0,74.0,L,R,2009-08-22,2012-05-09,alleb001,allenbr01
allench01,1975.0,Chad,Allen,195.0,73.0,R,R,1999-04-06,2005-06-02,allec001,allench01
allenco01,1988.0,Cody,Allen,210.0,73.0,R,R,2012-07-20,2015-10-04,allec002,allenco01
allendu01,1972.0,Dusty,Allen,215.0,76.0,R,R,2000-07-01,2000-10-01,alled001,allendu01
allenga01,1955.0,Gary,Allenson,185.0,71.0,R,R,1979-04-08,1985-08-23,alleg001,allenga01
allenja02,1958.0,Jamie,Allen,205.0,72.0,R,R,1983-05-01,1983-09-04,allej101,allenja02
allenje01,1972.0,Jermaine,Allensworth,178.0,72.0,R,R,1996-07-23,1999-05-29,allej001,allenje01
allenlu01,1978.0,Luke,Allen,208.0,74.0,L,R,2002-09-10,2003-07-17,allel001,allenlu01
allenne01,1958.0,Neil,Allen,185.0,75.0,R,R,1979-04-15,1989-09-19,allen001,allenne01
allenro02,1959.0,Rod,Allen,185.0,73.0,R,R,1983-04-07,1988-10-02,aller001,allenro02
allisda01,1966.0,Dana,Allison,215.0,75.0,R,L,1991-04-12,1991-05-23,allid001,allisda01
allrebe01,1965.0,Beau,Allred,190.0,72.0,L,L,1989-09-07,1991-06-25,allrb001,allrebe01
almanar01,1972.0,Armando,Almanza,205.0,75.0,L,L,1999-07-29,2005-07-20,almaa001,almanar01
almanca01,1973.0,Carlos,Almanzar,166.0,74.0,R,R,1997-09-04,2005-04-30,almac001,almanca01
almonab01,1989.0,Abraham,Almonte,210.0,69.0,B,R,2013-08-30,2015-10-04,almoa001,almonab01
almoned01,1976.0,Edwin,Almonte,200.0,75.0,R,R,2003-07-07,2003-09-10,almoe002,almoned01
almoner01,1978.0,Erick,Almonte,245.0,74.0,R,R,2001-09-04,2011-04-25,almoe001,almoner01
almonhe01,1975.0,Hector,Almonte,190.0,74.0,R,R,1999-07-26,2003-09-28,almoh001,almonhe01
almonmi01,1993.0,Miguel,Almonte,180.0,74.0,R,R,2015-09-01,2015-09-28,almom001,almonmi01
almonzo01,1989.0,Zoilo,Almonte,205.0,72.0,B,R,2013-06-19,2014-07-30,almoz001,almonzo01
alomaro01,1968.0,Roberto,Alomar,184.0,72.0,B,R,1988-04-22,2004-09-05,alomr001,alomaro01
alomasa02,1966.0,Sandy,Alomar,200.0,77.0,R,R,1988-09-30,2007-09-30,aloms001,alomasa02
alonsyo01,1987.0,Yonder,Alonso,230.0,73.0,L,R,2010-09-01,2015-09-01,alony001,alonsyo01
aloumo01,1966.0,Moises,Alou,185.0,75.0,R,R,1990-07-26,2008-06-10,aloum001,aloumo01
alstoga01,1971.0,Garvin,Alston,185.0,74.0,R,R,1996-06-06,1996-06-18,alstg001,alstoga01
altheaa01,1991.0,Aaron,Altherr,215.0,77.0,R,R,2014-06-16,2015-10-04,altha001,altheaa01
altuvjo01,1990.0,Jose,Altuve,165.0,66.0,R,R,2011-07-20,2015-10-04,altuj001,altuvjo01
alvarab01,1982.0,Abe,Alvarez,190.0,74.0,L,L,2004-07-22,2006-05-21,alvaa001,alvarab01
alvarcl01,1968.0,Clemente,Alvarez,180.0,71.0,R,R,2000-09-19,2000-10-01,alvac001,alvarcl01
alvarda01,1989.0,Dario,Alvarez,170.0,73.0,L,L,2014-09-03,2015-10-01,alvad001,alvarda01
alvarda02,1988.0,Dariel,Alvarez,180.0,74.0,R,R,2015-08-28,2015-09-30,alvad002,alvarda02
alvarga01,1974.0,Gabe,Alvarez,185.0,73.0,R,R,1998-06-22,2000-09-30,alvag001,alvarga01
alvarhe01,1990.0,Henderson,Alvarez,205.0,72.0,R,R,2011-08-10,2015-05-22,alvah001,alvarhe01
alvarjo01,1956.0,Jose,Alvarez,170.0,70.0,R,R,1981-10-01,1989-06-24,alvaj001,alvarjo01
alvarjo02,1989.0,Jose,Alvarez,180.0,71.0,L,L,2013-06-09,2015-10-03,alvaj003,alvarjo02
alvarju01,1973.0,Juan,Alvarez,180.0,73.0,L,L,1999-09-01,2003-06-03,alvaj002,alvarju01
alvarpe01,1987.0,Pedro,Alvarez,250.0,75.0,L,R,2010-06-16,2015-10-04,alvap001,alvarpe01
alvarrj01,1991.0,R. J.,Alvarez,225.0,74.0,R,R,2014-09-03,2015-09-29,alvar001,alvarrj01
alvarta01,1971.0,Tavo,Alvarez,245.0,75.0,R,R,1995-08-21,1996-09-29,alvat001,alvarta01
alvarto01,1979.0,Tony,Alvarez,200.0,73.0,R,R,2002-09-04,2004-10-03,alvat002,alvarto01
alvarvi01,1976.0,Victor,Alvarez,150.0,70.0,L,L,2002-07-30,2003-08-26,alvav001,alvarvi01
alvarwi01,1970.0,Wilson,Alvarez,175.0,73.0,L,L,1989-07-24,2005-09-28,alvaw001,alvarwi01
amarari01,1962.0,Rich,Amaral,175.0,72.0,R,R,1991-05-27,2000-06-14,amarr001,amarari01
amarial01,1989.0,Alexi,Amarista,160.0,66.0,L,R,2011-04-26,2015-10-04,amara001,amarial01
amaroru02,1965.0,Ruben,Amaro,170.0,70.0,B,R,1991-06-08,1998-09-27,amarr002,amaroru02
ambrech01,1979.0,Chip,Ambres,190.0,73.0,R,R,2005-07-20,2008-09-28,ambrc001,ambrech01
ambrihe01,1984.0,Hector,Ambriz,235.0,74.0,L,R,2010-04-30,2014-05-07,ambrh001,ambrihe01
amelued01,1959.0,Ed,Amelung,180.0,71.0,L,L,1984-07-28,1986-07-07,amele001,amelued01
amesst01,1988.0,Steve,Ames,205.0,73.0,R,R,2013-07-30,2013-08-11,amess001,amesst01
amezaal01,1978.0,Alfredo,Amezaga,165.0,71.0,B,R,2002-05-24,2011-09-04,ameza001,amezaal01
anderal02,1964.0,Allan,Anderson,178.0,71.0,L,L,1986-06-11,1991-10-06,andea001,anderal02
anderbr01,1964.0,Brady,Anderson,170.0,73.0,L,L,1988-04-04,2002-05-20,andeb001,anderbr01
anderbr02,1972.0,Brian,Anderson,190.0,73.0,L,L,1993-09-10,2005-05-08,andeb002,anderbr02
anderbr03,1982.0,Brian,Anderson,220.0,74.0,R,R,2005-08-16,2009-10-04,andeb003,anderbr03
anderbr04,1988.0,Brett,Anderson,240.0,75.0,L,L,2009-04-10,2015-10-01,andeb004,anderbr04
anderbr05,1986.0,Bryan,Anderson,200.0,73.0,L,R,2010-04-15,2015-10-04,andeb005,anderbr05
anderbu01,1956.0,Bud,Anderson,210.0,75.0,R,R,1982-06-11,1983-10-02,andeb101,anderbu01
anderch01,1987.0,Chase,Anderson,194.0,73.0,R,R,2014-05-11,2015-09-30,andec001,anderch01
anderco01,1990.0,Cody,Anderson,240.0,76.0,R,R,2015-06-21,2015-09-30,andec002,anderco01
anderda02,1960.0,Dave,Anderson,185.0,74.0,R,R,1983-05-08,1992-10-03,anded001,anderda02
anderdr01,1981.0,Drew,Anderson,195.0,74.0,L,R,2006-09-11,2006-10-01,anded002,anderdr01
anderga01,1972.0,Garret,Anderson,190.0,75.0,L,L,1994-07-27,2010-08-06,andeg001,anderga01
anderja01,1979.0,Jason,Anderson,188.0,72.0,L,R,2003-03-31,2005-07-15,andej003,anderja01
anderji01,1957.0,Jim,Anderson,170.0,72.0,R,R,1978-07-02,1984-09-26,andej001,anderji01
anderji02,1976.0,Jimmy,Anderson,195.0,73.0,L,L,1999-07-04,2004-07-21,andej002,anderji02
anderjo03,1982.0,Josh,Anderson,195.0,74.0,L,R,2007-09-02,2009-10-02,andej004,anderjo03
anderke01,1963.0,Kent,Anderson,180.0,73.0,R,R,1989-04-15,1990-09-06,andek001,anderke01
anderla03,1987.0,Lars,Anderson,215.0,76.0,L,L,2010-09-06,2012-05-01,andel002,anderla03
anderma01,1976.0,Matt,Anderson,200.0,76.0,R,R,1998-06-25,2005-07-01,andem002,anderma01
anderma02,1974.0,Marlon,Anderson,190.0,70.0,L,R,1998-09-08,2009-04-10,andem003,anderma02
andermi02,1966.0,Mike,Anderson,200.0,75.0,R,R,1993-09-07,1993-09-17,andem001,andermi02
anderri02,1956.0,Rick,Anderson,175.0,72.0,R,R,1986-06-09,1988-07-28,ander001,anderri02
andersc01,1962.0,Scott,Anderson,190.0,78.0,R,R,1987-04-08,1995-08-26,andes001,andersc01
andinro01,1984.0,Robert,Andino,195.0,72.0,R,R,2005-09-04,2013-05-22,andir001,andinro01
andrast01,1978.0,Steve,Andrade,220.0,73.0,R,R,2006-05-01,2006-05-10,andrs002,andrast01
andrecl01,1978.0,Clayton,Andrews,175.0,72.0,R,L,2000-04-16,2000-06-13,andrc001,andrecl01
andresh01,1971.0,Shane,Andrews,215.0,73.0,R,R,1995-04-26,2002-09-29,andrs001,andresh01
andrima01,1989.0,Matt,Andriese,215.0,75.0,R,R,2015-04-10,2015-10-04,andrm001,andrima01
andruel01,1988.0,Elvis,Andrus,200.0,72.0,R,R,2009-04-06,2015-10-04,andre001,andruel01
andujlu01,1972.0,Luis,Andujar,175.0,74.0,R,R,1995-09-08,1998-06-28,andul001,andujlu01
anglema01,1985.0,Matt,Angle,185.0,69.0,L,R,2011-07-17,2011-09-28,anglm001,anglema01
ankieri01,1979.0,Rick,Ankiel,210.0,73.0,L,L,1999-08-23,2013-06-08,ankir001,ankieri01
annade01,1986.0,Dean,Anna,180.0,71.0,L,R,2014-04-04,2015-04-23,annad001,annade01
anthoer01,1967.0,Eric,Anthony,195.0,74.0,L,L,1989-07-28,1997-09-27,anthe001,anthoer01
antonma01,1985.0,Matt,Antonelli,195.0,73.0,R,R,2008-09-01,2008-09-28,antom001,antonma01
aokino01,1982.0,Nori,Aoki,180.0,69.0,L,R,2012-04-06,2015-09-03,aokin001,aokino01
appieke01,1967.0,Kevin,Appier,180.0,74.0,R,R,1989-06-04,2004-04-23,appik001,appieke01
aquingr01,1978.0,Greg,Aquino,190.0,73.0,R,R,2004-07-02,2009-06-17,aquig001,aquingr01
aquinlu01,1964.0,Luis,Aquino,155.0,72.0,R,R,1986-08-08,1995-09-12,aquil001,aquinlu01
araujel01,1991.0,Elvis,Araujo,270.0,79.0,L,L,2015-05-05,2015-08-27,araue001,araujel01
archech01,1988.0,Chris,Archer,190.0,75.0,R,R,2012-06-20,2015-10-03,archc001,archech01
arciaos01,1991.0,Oswaldo,Arcia,225.0,72.0,L,R,2013-04-15,2015-05-03,arcio001,arciaos01
ardoida01,1974.0,Danny,Ardoin,205.0,72.0,R,R,2000-08-02,2008-09-26,ardod001,ardoida01
arenano01,1991.0,Nolan,Arenado,205.0,74.0,R,R,2013-04-28,2015-10-04,arenn001,arenano01
arencjp01,1986.0,J. P.,Arencibia,205.0,72.0,R,R,2010-08-07,2015-10-01,arenj001,arencjp01
ariasal01,1967.0,Alex,Arias,185.0,75.0,R,R,1992-05-12,2002-09-22,ariaa001,ariasal01
ariasal02,1983.0,Alberto,Arias,155.0,71.0,R,R,2007-05-01,2009-08-23,ariaa002,ariasal02
ariasge01,1972.0,George,Arias,190.0,71.0,R,R,1996-04-02,1999-07-28,ariag001,ariasge01
ariasjo01,1984.0,Joaquin,Arias,165.0,73.0,R,R,2006-09-13,2015-07-24,ariaj001,ariasjo01
armasma01,1969.0,Marcos,Armas,190.0,77.0,R,R,1993-05-25,1993-09-29,armam001,armasma01
armasto02,1978.0,Tony,Armas,205.0,76.0,R,R,1999-08-16,2008-07-07,armat002,armasto02
armstja01,1965.0,Jack,Armstrong,220.0,77.0,R,R,1988-06-21,1994-04-17,armsj001,armstja01
armstsh01,1990.0,Shawn,Armstrong,225.0,74.0,R,R,2015-08-08,2015-09-30,armss001,armstsh01
arndtla01,1963.0,Larry,Arndt,195.0,73.0,R,R,1989-06-06,1989-06-07,arndl001,arndtla01
arnolja01,1974.0,Jamie,Arnold,190.0,74.0,R,R,1999-04-20,2000-10-01,arnoj001,arnolja01
arnolsc01,1962.0,Scott,Arnold,210.0,74.0,R,R,1988-04-07,1988-04-23,arnos001,arnolsc01
arnolto01,1959.0,Tony,Arnold,170.0,71.0,R,R,1986-08-09,1987-10-03,arnot001,arnolto01
arnsbbr01,1963.0,Brad,Arnsberg,205.0,76.0,R,R,1986-09-06,1992-04-23,arnsb001,arnsbbr01
arochre01,1964.0,Rene,Arocha,180.0,72.0,R,R,1993-04-09,1997-06-06,arocr001,arochre01
arojo01,1990.0,Jonathan,Aro,235.0,72.0,R,R,2015-06-25,2015-10-02,aro-j001,arojo01
arredjo01,1984.0,Jose,Arredondo,190.0,72.0,R,R,2008-05-14,2012-10-03,arrej001,arredjo01
arrieja01,1986.0,Jake,Arrieta,225.0,76.0,R,R,2010-06-10,2015-10-02,arrij001,arrieja01
arrojro01,1968.0,Rolando,Arrojo,215.0,76.0,R,R,1998-04-01,2002-09-22,arror001,arrojro01
arroybr01,1977.0,Bronson,Arroyo,185.0,75.0,R,R,2000-06-12,2014-06-15,arrob001,arroybr01
arrueer01,1990.0,Erisbel,Arruebarrena,230.0,73.0,R,R,2014-05-23,2014-09-28,arrue001,arrueba01
asadora01,1962.0,Randy,Asadoor,185.0,73.0,R,R,1986-09-14,1986-10-05,asadr001,asadora01
ascanjo01,1985.0,Jose,Ascanio,195.0,71.0,R,R,2007-07-13,2011-06-05,ascaj001,ascanjo01
ascheco01,1990.0,Cody,Asche,200.0,73.0,L,R,2013-07-30,2015-10-04,aschc001,ascheco01
asencmi01,1980.0,Miguel,Asencio,190.0,74.0,R,R,2002-04-06,2006-04-29,asenm001,asencmi01
ashbyan01,1967.0,Andy,Ashby,180.0,73.0,R,R,1991-06-10,2004-09-14,ashba002,ashbyan01
asheral01,1991.0,Alec,Asher,230.0,76.0,R,R,2015-08-30,2015-10-03,ashea001,asheral01
ashlebi01,1970.0,Billy,Ashley,220.0,79.0,R,R,1992-09-01,1998-07-30,ashlb001,ashlebi01
ashlene01,1984.0,Nevin,Ashley,215.0,73.0,R,R,2015-09-09,2015-10-02,ashln001,ashlene01
assenpa01,1960.0,Paul,Assenmacher,195.0,75.0,L,L,1986-04-12,1999-10-03,assep001,assenpa01
astacez01,1979.0,Ezequiel,Astacio,200.0,75.0,R,R,2005-05-03,2006-05-10,astae001,astacez01
astacpe01,1968.0,Pedro,Astacio,174.0,74.0,R,R,1992-07-03,2006-09-27,astap001,astacpe01
atchisc01,1976.0,Scott,Atchison,200.0,74.0,R,R,2004-07-31,2015-06-22,atchs001,atchisc01
atchlju01,1973.0,Justin,Atchley,215.0,75.0,L,L,2001-04-07,2001-07-12,atchj001,atchlju01
atherke01,1959.0,Keith,Atherton,200.0,76.0,R,R,1983-07-14,1989-08-05,athek001,atherke01
atilalu01,1985.0,Luis,Atilano,220.0,74.0,R,R,2010-04-23,2010-07-20,atill001,atilalu01
atkinga01,1979.0,Garrett,Atkins,190.0,74.0,R,R,2003-08-03,2010-06-25,atkig001,atkinga01
atkinmi01,1985.0,Mitch,Atkins,225.0,76.0,R,R,2009-07-29,2011-07-17,atkim001,atkinmi01
aubremi01,1982.0,Michael,Aubrey,190.0,72.0,L,L,2008-05-17,2009-10-04,aubrm001,aubremi01
aucoide01,1970.0,Derek,Aucoin,235.0,79.0,R,R,1996-05-21,1996-05-25,aucod001,aucoide01
auderi01,1971.0,Rich,Aude,180.0,77.0,R,R,1993-09-09,1996-05-15,auder001,auderi01
augenbr01,1986.0,Bryan,Augenstein,230.0,78.0,R,R,2009-05-13,2011-04-12,augeb001,augenbr01
augusdo01,1963.0,Don,August,190.0,75.0,R,R,1988-06-02,1991-10-01,augud001,augusdo01
aumonph01,1989.0,Phillippe,Aumont,240.0,79.0,L,R,2012-08-23,2015-06-19,aumop001,aumonph01
aurilri01,1971.0,Rich,Aurilia,170.0,72.0,R,R,1995-09-06,2009-10-04,aurir001,aurilri01
ausanjo01,1965.0,Joe,Ausanio,205.0,73.0,R,R,1994-07-14,1995-09-15,ausaj001,ausanjo01
ausmubr01,1969.0,Brad,Ausmus,190.0,71.0,R,R,1993-07-28,2010-10-03,ausmb001,ausmubr01
austije01,1976.0,Jeff,Austin,185.0,72.0,R,R,2001-06-26,2003-05-28,austj002,austije01
austiji02,1963.0,Jim,Austin,200.0,74.0,R,R,1991-07-04,1993-07-20,austj001,austiji02
avenbr01,1972.0,Bruce,Aven,180.0,69.0,R,R,1997-08-27,2002-05-27,avenb001,avenbr01
averyst01,1970.0,Steve,Avery,180.0,76.0,L,L,1990-06-13,2003-07-20,avers001,averyst01
averyxa01,1990.0,Xavier,Avery,190.0,72.0,L,L,2012-05-13,2012-10-01,averx001,averyxa01
avilaal01,1987.0,Alex,Avila,210.0,71.0,L,R,2009-08-06,2015-10-03,avila001,avilaal01
avilalu01,1989.0,Luis,Avilan,220.0,74.0,L,L,2012-07-14,2015-10-04,avill001,avilalu01
avilemi01,1981.0,Mike,Aviles,205.0,70.0,R,R,2008-05-29,2015-10-03,avilm001,avilemi01
axelrdy01,1985.0,Dylan,Axelrod,185.0,72.0,R,R,2011-09-07,2015-08-18,axeld001,axelrdy01
axforjo01,1983.0,John,Axford,220.0,77.0,R,R,2009-09-15,2015-10-04,axfoj001,axforjo01
ayalabo01,1969.0,Bobby,Ayala,190.0,74.0,R,R,1992-09-05,1999-10-02,ayalb002,ayalabo01
ayalalu01,1978.0,Luis,Ayala,205.0,74.0,R,R,2003-03-31,2013-09-29,ayall001,ayalalu01
aybarer01,1984.0,Erick,Aybar,180.0,70.0,B,R,2006-05-16,2015-10-04,aybae001,aybarer01
aybarma01,1972.0,Manny,Aybar,165.0,73.0,R,R,1997-08-04,2005-06-10,aybam001,aybarma01
aybarwi01,1983.0,Willy,Aybar,205.0,71.0,B,R,2005-08-31,2010-10-03,aybaw001,aybarwi01
ayraubo01,1966.0,Bob,Ayrault,230.0,76.0,R,R,1992-06-07,1993-07-25,ayrab001,ayraubo01
ayraujo01,1971.0,Joe,Ayrault,190.0,75.0,R,R,1996-09-01,1996-09-29,ayraj001,ayraujo01
azocaos01,1965.0,Oscar,Azocar,170.0,73.0,L,L,1990-07-17,1992-10-04,azoco001,azocaos01
babitsh01,1959.0,Shooty,Babitt,174.0,68.0,R,R,1981-04-09,1981-09-04,babis101,babitsh01
backebr01,1978.0,Brandon,Backe,182.0,72.0,R,R,2002-07-19,2009-06-18,backb001,backebr01
backmwa01,1959.0,Wally,Backman,160.0,69.0,B,R,1980-09-02,1993-05-14,backw001,backmwa01
bacsimi02,1977.0,Mike,Bacsik,225.0,74.0,L,L,2001-08-05,2007-09-30,bacsm001,bacsimi02
